,Image,Label
4912,"[[ 0  0  0 ... 91 90 89]
 [ 0  0  0 ... 92 91 90]
 [ 0  0  0 ... 92 92 90]
 ...
 [52 63 81 ...  6  0  0]
 [53 64 85 ...  8  0  0]
 [54 65 89 ... 10  0  0]]",Pneumonia
4913,"[[  0   0   4 ...   0   0   0]
 [  0   0   4 ...   0   0   0]
 [  0   0   5 ...   0   0   0]
 ...
 [  1   0   0 ...   0 138   1]
 [ 11   0   0 ...   0   2  11]
 [  0   0   0 ...   0   0   0]]",Pneumonia
4914,"[[191 199 189 ...  32  24   8]
 [195 207 221 ...  34  31  22]
 [219 216 216 ...  32  28  23]
 ...
 [ 12  17  14 ...  20  21  20]
 [ 31  17  14 ...  21  21  35]
 [ 17  17  14 ...  21  21  21]]",Pneumonia
4915,"[[  1   2   3 ... 104 143  70]
 [  1   2   2 ... 201  57  60]
 [  1   2   2 ...  73  52  63]
 ...
 [  1   8  18 ...   0   0   0]
 [  3   6  10 ...   0   0   0]
 [  4  14   5 ...   0   0   0]]",Pneumonia
4916,"[[  0   2  13 ... 120 118 130]
 [  0   0  11 ... 156 161 169]
 [  0   0   2 ... 158 152 166]
 ...
 [ 10  23  18 ...  25  34  20]
 [ 21  22  23 ...  29  35  34]
 [ 19  21  21 ...  32  30  37]]",Pneumonia
4917,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
4918,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [1 0 0 ... 0 0 1]
 [2 0 0 ... 0 0 2]
 [0 0 0 ... 0 0 0]]",Pneumonia
4919,"[[212 211 207 ... 149 183 201]
 [209 201 203 ... 161 175 203]
 [200 192 198 ... 133 170 196]
 ...
 [ 41   2   3 ...   0   0   0]
 [ 44   2   4 ...   0   0   0]
 [ 31   2   5 ...   0   0   0]]",Pneumonia
4920,"[[  6   0   0 ...  53  48  46]
 [  5   0   0 ...  53 124  41]
 [  8   0   0 ... 226  51  42]
 ...
 [ 18   2   0 ... 230   2   7]
 [ 19   5   1 ...   3   9   0]
 [ 18   4   1 ...   0   0   0]]",Pneumonia
4921,"[[28 34 41 ...  9 10  8]
 [30 38 46 ... 23 12  7]
 [32 39 42 ... 33 30  5]
 ...
 [15 15 13 ... 14 17 11]
 [15 16 14 ... 15 17 11]
 [15 16 14 ... 14 15 11]]",Pneumonia
4922,"[[ 54  56  56 ... 111  94 100]
 [ 55  58  58 ... 118  93  96]
 [ 56  58  58 ...  96  80  91]
 ...
 [ 54  49  45 ... 123 111  93]
 [ 55  48  46 ... 125 113  96]
 [ 57  50  48 ... 125 114  96]]",Pneumonia
4923,"[[30 30 27 ... 17 18 17]
 [29 29 26 ... 17 18 17]
 [28 27 25 ... 17 16 16]
 ...
 [30 29 28 ... 25 30 26]
 [30 29 29 ... 25 28 26]
 [30 29 28 ... 27 29 27]]",Pneumonia
4924,"[[126  70  63 ... 174 167 178]
 [116  74  74 ... 177 171 165]
 [ 83  77  80 ... 172 181 177]
 ...
 [  0   0   0 ...  87  52  36]
 [  0   0   0 ... 109  61  38]
 [  0   0   0 ... 120  60  38]]",Pneumonia
4925,"[[49 44 42 ... 60 68 80]
 [42 40 45 ... 69 70 64]
 [42 39 43 ... 70 73 78]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4926,"[[ 41  54  52 ...  94  98 140]
 [ 54  52  54 ...  96 116 148]
 [ 52  53  55 ... 113 127 123]
 ...
 [ 20  20  20 ...  22  24  27]
 [ 20  20  20 ...  22  24  26]
 [ 20  20  20 ...  22  24  26]]",Pneumonia
4927,"[[ 32  30  30 ...  37  19  22]
 [ 54  20  30 ...  30  29  23]
 [184 171  12 ...  41  20  22]
 ...
 [ 36  39  39 ...  43  45  54]
 [ 37  38  39 ...  43  43  47]
 [ 36  38  39 ...  45  45  43]]",Pneumonia
4928,"[[40 44 48 ... 34 32 30]
 [38 44 48 ... 35 32 30]
 [40 42 48 ... 35 34 33]
 ...
 [27 25 21 ... 23 42 43]
 [26 25 21 ... 24 37 41]
 [26 25 19 ... 24 36 43]]",Pneumonia
4929,"[[10 12 14 ... 33 31 25]
 [ 9 12 13 ... 34 27 24]
 [ 5  8 11 ... 27 26 23]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4930,"[[ 0  0  0 ... 18  0  0]
 [ 0  0  0 ... 17  0  0]
 [ 0  0  0 ... 15  1  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4931,"[[ 0  0  0 ... 49 45 45]
 [ 0  0  0 ... 46 43 44]
 [ 0  0  0 ... 47 39 45]
 ...
 [ 0  0  0 ...  1  2  3]
 [ 0  0  0 ...  1  2  2]
 [ 0  0  0 ...  1  2  2]]",Pneumonia
4932,"[[ 35  39  47 ... 195 195 198]
 [ 35  39  47 ...  34 188 189]
 [ 36  40  47 ...  47 100 192]
 ...
 [ 41  27  26 ...  12   6  11]
 [ 35  26  25 ...  42   5  10]
 [ 30  28  26 ...  59   6  10]]",Pneumonia
4933,"[[32 35 35 ... 50 52 38]
 [32 35 35 ... 60 54 42]
 [32 34 37 ... 62 56 46]
 ...
 [15 15 13 ...  9  9  9]
 [15 15 13 ... 10 10 10]
 [15 15 13 ... 10 10 10]]",Pneumonia
4934,"[[ 47  54  55 ...  54  51  46]
 [ 52  55  56 ...  54  51  47]
 [ 55  56  61 ...  60  53  49]
 ...
 [ 25  29  28 ...  32  54 128]
 [ 29  29  29 ...  31  45 117]
 [ 29  29  29 ...  38  79  44]]",Pneumonia
4935,"[[18 21 22 ... 17 13 12]
 [19 19 21 ... 16 15 10]
 [19 19 22 ... 13 13 10]
 ...
 [ 9  9  8 ...  5  5  5]
 [ 9  9  8 ...  5  5  5]
 [ 7  9  8 ...  5  5  5]]",Pneumonia
4936,"[[127 124 102 ...  73  62  50]
 [137 117  94 ...  88  80  80]
 [130 107  80 ...  94  78  75]
 ...
 [  0   0   4 ...   0   0   0]
 [  1   0   7 ...   0   0   1]
 [  5   0   7 ...   0   0   5]]",Pneumonia
4937,"[[41 48 50 ...  0  0  0]
 [45 51 60 ...  7  4  2]
 [52 54 59 ... 13 11  4]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4938,"[[188 182 168 ... 201 201 203]
 [172 193 176 ... 201 204 208]
 [150 174 157 ... 193 202 203]
 ...
 [ 15  14  12 ...  17  17  17]
 [ 15  14  12 ...  17  16  18]
 [ 14  13  11 ...  17  17  18]]",Pneumonia
4939,"[[ 71  78  85 ...  55  57  52]
 [ 76  87  84 ...  71  59  55]
 [ 92  89  83 ... 109 100  97]
 ...
 [ 37  37  36 ...  38  39  38]
 [ 37  37  36 ...  38  39  39]
 [ 37  37  36 ...  38  40  39]]",Pneumonia
4940,"[[ 73  76  88 ...  10  16  25]
 [ 71  72  99 ...  20  28  28]
 [ 68 130 254 ...  28  36  23]
 ...
 [117  82 106 ...  77  19   0]
 [110  81 132 ...  58  56   0]
 [101  86 153 ...  62  60   0]]",Pneumonia
4941,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
4942,"[[ 2  3 24 ... 69 67 67]
 [21 31 36 ... 68 68 67]
 [36 36 35 ... 73 66 67]
 ...
 [15 14 13 ... 17 28 53]
 [15 14 13 ... 18 27 53]
 [15 14 14 ... 17 29 53]]",Pneumonia
4943,"[[167 129 144 ...  71  69  73]
 [160 149 143 ...  77  73  71]
 [163 153 149 ...  80  79  79]
 ...
 [ 10   5  34 ...  13  17  19]
 [ 10   5  40 ...  12  14  15]
 [ 10   5  37 ...  14  16  13]]",Pneumonia
4944,"[[ 2  1 11 ... 20 30 17]
 [ 2  1 10 ... 20 31 17]
 [ 1  0  9 ... 18 27 17]
 ...
 [ 2  0  0 ...  0  0  2]
 [ 6  0  0 ...  0  0  6]
 [ 3  0  0 ...  0  0  3]]",Pneumonia
4945,"[[  0   0   0 ...  25   1   0]
 [  0   0   0 ...  19   1   0]
 [  0   0   0 ...  13   1   1]
 ...
 [  0  13  35 ...   6 101   4]
 [  0  17  36 ...   3   5   0]
 [  0  19  34 ...   0   0   0]]",Pneumonia
4946,"[[  0   2   5 ...  25  28  31]
 [  0   1   5 ...  30  35  33]
 [  0   1   3 ...  37 254  38]
 ...
 [  7   0   7 ... 170 122   4]
 [  0   0   8 ...   6   4   0]
 [  0   0   9 ...   0   0   0]]",Pneumonia
4947,"[[113 114 117 ... 129 130 125]
 [112 116 122 ... 128 124 122]
 [112 121 107 ... 124 120 119]
 ...
 [  0   2  19 ...   6   0   0]
 [  1   2  20 ...   7   0   0]
 [  1   2  20 ...   7   0   0]]",Pneumonia
4948,"[[66 78 82 ... 91 87 87]
 [73 84 85 ... 94 95 91]
 [81 87 92 ... 96 96 91]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4949,"[[70 49 48 ... 60 55 55]
 [47 50 49 ... 60 53 53]
 [49 53 51 ... 59 53 54]
 ...
 [45 47 50 ...  3  7  9]
 [45 47 50 ...  5  8 10]
 [45 47 54 ...  6 11 12]]",Pneumonia
4950,"[[36 41 44 ... 32 32 32]
 [35 41 42 ... 32 32 32]
 [35 41 43 ... 32 32 32]
 ...
 [35 35 34 ... 30 30 30]
 [35 35 35 ... 30 30 30]
 [35 35 35 ... 30 30 30]]",Pneumonia
4951,"[[38 45 47 ... 49 47 45]
 [39 45 47 ... 51 49 46]
 [41 43 51 ... 51 50 48]
 ...
 [50 64 74 ... 42 45 45]
 [54 67 76 ... 41 44 43]
 [55 66 77 ... 43 42 43]]",Pneumonia
4952,"[[112 115 123 ...  95  91  87]
 [110 118 122 ...  96  93  91]
 [111 120 114 ...  96  93  91]
 ...
 [ 23  28  32 ...  47  12  16]
 [ 24  27  31 ...  52  10  17]
 [ 30  26  29 ...  54   9  14]]",Pneumonia
4953,"[[133 124 120 ...  10  11  14]
 [137 125 113 ...  14  14  16]
 [134 121 110 ...  17  17  19]
 ...
 [  8   7   6 ...   0   0  13]
 [  7   7   5 ...   0   0  15]
 [  7   6   4 ...   0   1  17]]",Pneumonia
4954,"[[  0 219   0 ...  21  17  11]
 [  0 219   0 ...  23  16   9]
 [  0 219  11 ...  21  16   9]
 ...
 [  0   0   0 ...   8   0   0]
 [  0   0   0 ...   8   0   0]
 [  0   0   0 ...   8   0   0]]",Pneumonia
4955,"[[ 70  68  66 ...  92  89  89]
 [ 74  72  72 ... 106 100 111]
 [ 77  78  76 ... 117 123 119]
 ...
 [ 42  42  42 ...  41  41  41]
 [ 42  42  42 ...  41  41  41]
 [ 34  42  42 ...  40  41  31]]",Pneumonia
4956,"[[122 126  53 ... 157 179 208]
 [121 112  49 ... 155 189 183]
 [106  80  45 ... 137 167 197]
 ...
 [  0   0   0 ...   0 166  13]
 [  0   0   0 ...   0   5  13]
 [  0   0   0 ...   0   0  13]]",Pneumonia
4957,"[[62 63 62 ... 66 61 52]
 [61 63 63 ... 73 72 54]
 [61 62 63 ... 76 75 69]
 ...
 [ 0 42 44 ... 10 10 12]
 [ 1 42 44 ... 10 10 10]
 [ 2 42 44 ... 10 10 10]]",Pneumonia
4958,"[[139 142 144 ... 140 138 137]
 [137 142 147 ... 138 138 134]
 [136 140 144 ... 140 139 135]
 ...
 [ 21  11  54 ...  28  28  31]
 [ 18  12  52 ...  28  28  29]
 [ 18  12  54 ...  28  29  29]]",Pneumonia
4959,"[[ 0  0  0 ... 11  6  2]
 [ 0  0  0 ... 10  4  2]
 [ 0  0  0 ...  9  4  1]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4960,"[[ 4  7 10 ... 95 99  6]
 [ 3  7 10 ...  1  9  3]
 [ 3  7 10 ...  0 10  0]
 ...
 [ 1  1 15 ...  0  0  0]
 [ 1  0 16 ...  0  0  0]
 [ 7  4 22 ...  0  0  0]]",Pneumonia
4961,"[[10 16 22 ... 20  7  0]
 [10 16 23 ... 23  2  0]
 [ 9 17 24 ... 22  0  0]
 ...
 [ 6  2 35 ... 41 43  0]
 [ 5  2 33 ... 41 41  1]
 [ 5  2 33 ... 39 42  1]]",Pneumonia
4962,"[[60 68 69 ... 49 43 40]
 [81 69 63 ... 49 45 45]
 [64 64 63 ... 50 47 46]
 ...
 [ 3  2  2 ...  4  4  3]
 [ 3  2  2 ...  3  4  7]
 [ 4  2  2 ...  3  5  8]]",Pneumonia
4963,"[[ 1  1  1 ... 20 20 20]
 [ 3  2  3 ... 20 20 20]
 [ 4  2  2 ... 20 20 20]
 ...
 [ 8  7 12 ... 14 15 15]
 [ 8  6 12 ... 15 15 14]
 [ 8  6 11 ... 15 15 14]]",Pneumonia
4964,"[[156 151 163 ...   7  11  10]
 [174 155 145 ...   9   9   8]
 [170 155 148 ...  10  10  10]
 ...
 [ 38  32  25 ...  21  21  19]
 [ 38  32  26 ...  26  50  58]
 [ 46  34  27 ...  51  41  26]]",Pneumonia
4965,"[[  0   0   0 ... 147 121  74]
 [  0   0   0 ... 147 103  55]
 [  0   0   0 ... 213 173 100]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
4966,"[[  6   7   8 ...   0   0   0]
 [  4   5   6 ...   5   4   0]
 [  5   5   6 ... 252  61   0]
 ...
 [  0   0   0 ... 250 252   0]
 [  0   0   0 ...   4   1   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
4967,"[[36 51 52 ...  0  0  0]
 [36 50 53 ...  0  0  0]
 [29 46 52 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4968,"[[ 53  56  56 ...  14  27   2]
 [ 55  58  63 ...  18  23   0]
 [ 58  62  65 ...  23  22   3]
 ...
 [112 124 139 ...  23  27  30]
 [107 129 140 ...  24  29  32]
 [ 64 131 140 ...  24  35  13]]",Pneumonia
4969,"[[27 21 54 ... 34 14 13]
 [31 24 95 ... 32 11 13]
 [34 30 78 ... 30 10 13]
 ...
 [48 42 43 ... 53 56 61]
 [42 44 29 ... 52 54 60]
 [49 36 24 ... 51 53 57]]",Pneumonia
4970,"[[50 54 59 ... 40 37 34]
 [52 58 62 ... 43 38 38]
 [57 62 66 ... 46 44 42]
 ...
 [29 29 29 ... 20 29 25]
 [30 29 29 ... 21 33 25]
 [30 29 29 ... 18 25 26]]",Pneumonia
4971,"[[49 43 78 ... 23 20 17]
 [60 80 71 ... 26 17 16]
 [76 67 68 ... 16 19 18]
 ...
 [29 29 23 ... 35 49 72]
 [29 27 25 ... 38 50 78]
 [30 27 24 ... 39 54 88]]",Pneumonia
4972,"[[45 50 53 ...  0  0  0]
 [38 46 53 ...  0  0  0]
 [40 48 51 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4973,"[[ 16 254  16 ...   5   1   0]
 [ 16 254  16 ...   3   1   0]
 [ 15 248  15 ...   3   2   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
4974,"[[58 60 63 ... 43 44 43]
 [59 60 69 ... 42 43 44]
 [64 90 96 ... 42 42 43]
 ...
 [30 25 24 ... 27 27 27]
 [29 27 24 ... 27 27 27]
 [29 26 24 ... 27 27 27]]",Pneumonia
4975,"[[196 189 148 ...  32  36  75]
 [199 182  91 ...  40  65  46]
 [196 179  86 ...  54  61  62]
 ...
 [ 36  36  37 ...  27  27  28]
 [ 30  36  35 ...  27  27  21]
 [ 37  45  39 ...  26  27  33]]",Pneumonia
4976,"[[34 38 38 ... 32 32 27]
 [39 41 40 ... 35 32 30]
 [36 42 45 ... 35 34 30]
 ...
 [ 7  7  7 ...  3  3  3]
 [ 8  7  7 ...  3  3  3]
 [ 8  7  7 ...  3  3  3]]",Pneumonia
4977,"[[0 0 2 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
4978,"[[ 72  83  69 ...  51  52  64]
 [ 81  71  65 ...  45  53  62]
 [ 81  61  43 ...  42  47  65]
 ...
 [ 93  98  21 ...  27  29  28]
 [125  59  26 ...  27  27  29]
 [ 60  20  30 ...  27  27  27]]",Pneumonia
4979,"[[ 58  58  56 ...  73 187 203]
 [ 55  57  60 ...  82  82 101]
 [ 98  54  58 ...  31  56 110]
 ...
 [  0   0   0 ...   0   0   4]
 [  0   0   0 ...   0   0  70]
 [  0   0   0 ...   0   0  48]]",Pneumonia
4980,"[[31 51 48 ...  9 10 10]
 [41 49 60 ...  5  6  5]
 [50 52 44 ... 30 26 17]
 ...
 [21 13  8 ... 25 25 28]
 [15 11  5 ... 26 25 25]
 [15 12  5 ... 26 25 26]]",Pneumonia
4981,"[[17 16 15 ...  7 16 21]
 [15 15 11 ... 28 12 15]
 [10  6 33 ... 40 31  8]
 ...
 [30 30 29 ... 31 32 31]
 [30 30 29 ... 33 33 33]
 [30 30 29 ... 32 33 34]]",Pneumonia
4982,"[[ 0  0  0 ... 13 13 12]
 [ 0  0  0 ... 10 13 14]
 [ 0  0  0 ... 13 15 12]
 ...
 [ 0  0  0 ... 12 11 37]
 [ 0  0  0 ... 12 11 37]
 [ 4  0  0 ... 12 12 33]]",Pneumonia
4983,"[[ 32  43  44 ...  29  25  11]
 [118  33  64 ...  34  32  23]
 [164  34  45 ...  38  35  26]
 ...
 [ 44  42  43 ...  43  42  42]
 [ 44  42  43 ...  43  43  43]
 [ 44  43  43 ...  43  42  43]]",Pneumonia
4984,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  0 ... 23  1  0]
 [ 0  0  0 ... 35 14  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
4985,"[[  0  59 131 ...  90  93  85]
 [  0  57 137 ...  91  90  78]
 [  0  58 137 ...  88  91  85]
 ...
 [ 25  27  70 ...  17   0   0]
 [ 25  31  74 ...  16   0   0]
 [ 26  37  73 ...  16   0   0]]",Pneumonia
4986,"[[179 182 185 ...  40  36  33]
 [187 179 180 ...  40  36  33]
 [189 186 180 ...  39  36  32]
 ...
 [  6  28  59 ...  25  25  18]
 [ 17  37  83 ...  25  25  25]
 [ 17  44  92 ...  25  25  25]]",Pneumonia
4987,"[[113 115 106 ...  44  43  38]
 [ 58 112 116 ...  46  40  43]
 [ 59  61 116 ...  37  51  41]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  2   0   0 ...   0   0   2]]",Pneumonia
4988,"[[ 34  40  49 ...  32  26  26]
 [ 33  40  48 ...  31  30  27]
 [ 34  41  49 ...  35  39  34]
 ...
 [ 81  69  69 ... 123 113 150]
 [ 78  69  66 ...  84 114 150]
 [ 76  72  64 ... 135 123 147]]",Pneumonia
4989,"[[ 88  97  99 ...  86  76  71]
 [ 94  98 100 ...  79  77  74]
 [ 94  95  99 ...  75  79  74]
 ...
 [130 134 140 ...  60  51  51]
 [132 135 140 ...  60  53  51]
 [128 135 135 ...  66  52  48]]",Pneumonia
4990,"[[ 0  0  0 ...  5 10  5]
 [ 0  0  0 ...  5 10  5]
 [ 0  0  1 ...  4  9  5]
 ...
 [ 3  3  7 ...  5  5  5]
 [ 3  4  7 ...  6  5  5]
 [ 3  4  7 ...  4  3  5]]",Pneumonia
4991,"[[108 104  90 ...  23  21  20]
 [106  94  94 ...  24  23  24]
 [ 97 104  81 ...  27  27  21]
 ...
 [  0   0   0 ...   5   0   0]
 [  0   0   0 ...   4   0   0]
 [  0   0   0 ...   4   0   0]]",Pneumonia
4992,"[[201 205 189 ...   7  29  68]
 [203 201 190 ...  12  27  14]
 [208 206 185 ...  36  13  11]
 ...
 [ 22  22  22 ...  16  16  19]
 [ 23  22  22 ...  16  16  19]
 [ 23  22  22 ...  16  16  19]]",Pneumonia
4993,"[[18 26 29 ...  0  0  0]
 [17 26 30 ...  0  0  0]
 [17 26 30 ...  0  0  0]
 ...
 [ 0 10 33 ... 63 54 39]
 [ 0  9 33 ... 64 55 40]
 [ 0  9 33 ... 65 56 41]]",Pneumonia
4994,"[[6 6 8 ... 1 1 3]
 [6 6 8 ... 1 1 3]
 [6 7 8 ... 1 1 3]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
4995,"[[49 46 50 ... 69 40 59]
 [50 52 51 ... 70 39 62]
 [61 53 50 ... 69 45 73]
 ...
 [11 11  8 ... 18 20 20]
 [ 4 11  8 ... 19 20 12]
 [11 11  8 ... 19 20 20]]",Pneumonia
4996,"[[25 31 37 ... 61 56 55]
 [24 28 31 ... 58 59 48]
 [22 26 30 ... 56 48 45]
 ...
 [12 12 12 ...  5  5  5]
 [12 12 12 ...  5  5  5]
 [11 10 11 ...  5  5  5]]",Pneumonia
4997,"[[ 60  56  40 ...  57  79  65]
 [ 54  47  42 ...  44  55  70]
 [ 48  39  40 ...  47  56  62]
 ...
 [ 21  18  17 ... 148 178 156]
 [ 20  19  17 ... 147 165 168]
 [ 18  19  17 ... 140 158 172]]",Pneumonia
4998,"[[ 5 29 35 ... 48 49 56]
 [12 33 36 ... 50 57 60]
 [23 31 33 ... 53 56 64]
 ...
 [13 12 15 ... 14 22 34]
 [13 14 15 ... 15 21 32]
 [13 14 15 ... 15 21 36]]",Pneumonia
4999,"[[50 50 50 ... 37 36 36]
 [55 49 47 ... 37 36 36]
 [46 49 47 ... 36 36 36]
 ...
 [50 51 50 ... 46 46 47]
 [51 51 50 ... 46 46 46]
 [51 50 50 ... 45 45 45]]",Pneumonia
5000,"[[107 102 100 ...  54 253   2]
 [103  98 107 ...  15  13   7]
 [109 102 105 ...  19   3   7]
 ...
 [  4   5   6 ...   0   0   0]
 [  1   0   0 ...   0   0   3]
 [  3   3 240 ...   0   0   0]]",Pneumonia
5001,"[[15 15 15 ... 39 36 36]
 [15 15 15 ... 47 37 36]
 [14 14 14 ... 44 41 38]
 ...
 [17 17 15 ... 20 20 20]
 [17 17 14 ... 20 20 20]
 [17 17 14 ... 20 20 20]]",Pneumonia
5002,"[[ 1 19 24 ... 33 31 30]
 [22 25 27 ... 32 31 32]
 [23 25 28 ... 31 32 32]
 ...
 [31 17 17 ... 21 22 34]
 [17 17 17 ... 22 22 23]
 [17 17 17 ... 22 22 23]]",Pneumonia
5003,"[[ 54  53  54 ...  81  73  79]
 [ 54  52  52 ...  97  80  76]
 [ 52  53  52 ... 102  99  98]
 ...
 [ 17  15   4 ...  20  30  46]
 [ 17  15   4 ...  19  29  46]
 [ 17  15   6 ...  19  29  47]]",Pneumonia
5004,"[[ 4  4  4 ...  8  9  9]
 [ 4  3  2 ...  6  8  8]
 [ 3  3  1 ...  5  6  6]
 ...
 [15 16  1 ...  4  4  4]
 [15 16  0 ...  4  4  4]
 [11 16  1 ...  4  4  4]]",Pneumonia
5005,"[[ 88  88  87 ... 102 100  95]
 [ 84  90  88 ... 102 103  98]
 [ 83  86  88 ... 105  99  96]
 ...
 [ 74  76 131 ... 142  93  87]
 [ 73  81 133 ... 137  96  83]
 [ 77  81 136 ... 134 101  84]]",Pneumonia
5006,"[[18 21 23 ... 39 37 30]
 [24 24 27 ... 40 37 33]
 [27 30 32 ... 47 39 35]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
5007,"[[150 140 137 ...  97  98 105]
 [155 142 136 ... 100 105 109]
 [148 143 141 ... 101 107 108]
 ...
 [  0   0   0 ...  58  45  24]
 [  0   0   0 ...  57  47  26]
 [  0   0   0 ...  57  48  28]]",Pneumonia
5008,"[[ 7  7  8 ...  0  0  0]
 [ 6  7  8 ...  2  0  0]
 [ 6  7  7 ...  6  0  0]
 ...
 [12 11 11 ...  0  0  0]
 [11 11 11 ...  0  0  0]
 [11 11 11 ...  1  0  0]]",Pneumonia
5009,"[[ 0  0  0 ... 81 68 19]
 [ 0  0  0 ... 71 29 27]
 [ 0  0  0 ... 24 25 29]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
5010,"[[1 2 4 ... 0 0 0]
 [1 2 3 ... 0 0 0]
 [1 2 5 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
5011,"[[ 29  29  31 ...  25  21  26]
 [ 31  33  34 ...  33  17  25]
 [ 33  34  36 ...  96  15  28]
 ...
 [ 11  11  10 ...  33 179  15]
 [ 11  11  10 ...  13  11  15]
 [ 11  11  11 ...  14  14  15]]",Pneumonia
5012,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
5013,"[[ 4  5  7 ...  2  1  3]
 [ 3  6  4 ...  1  2  4]
 [ 5  5  2 ...  0  2  3]
 ...
 [10 10 11 ... 11 10 10]
 [11  9 13 ... 11 10 10]
 [10 10 12 ... 10 10  9]]",Pneumonia
5014,"[[203 202 206 ...  55  60  66]
 [204 203 205 ...  51  57  62]
 [205 205 210 ...  49  53  63]
 ...
 [ 20  19  41 ...  20  23  23]
 [ 20  20  40 ...  20  23  23]
 [ 20  20  30 ...  20  23  23]]",Pneumonia
5015,"[[29 28 25 ...  5  6  5]
 [33 28 28 ...  8  7  9]
 [30 27 28 ... 10 11 13]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
5016,"[[ 4  5  5 ... 56 51 47]
 [ 7  8 10 ... 60 58 46]
 [11 13 14 ... 62 51 44]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
5017,"[[ 47  59  64 ...  92  91  90]
 [ 49  63  67 ...  94  92  90]
 [ 59  62  69 ... 102  95  96]
 ...
 [ 22  22  20 ...  20  20  20]
 [ 22  22  20 ...  20  20  20]
 [ 22  22  20 ...  20  20  20]]",Pneumonia
5018,"[[21 20 21 ... 31 30 31]
 [21 22 21 ... 28 27 29]
 [19 19 21 ... 25 25 27]
 ...
 [13 13 10 ... 32 24 11]
 [13 13 10 ... 39 26 17]
 [14 13 10 ... 38 28 16]]",Pneumonia
